RUN	com.github.bartekbp.BasicHttpSimulation		basichttpsimulation	1519850742205	 	2.0
USER	BasicHttpSimulation	1	START	1519850742723	1519850742723
REQUEST	BasicHttpSimulation	1		50000	1519850742746	1519850742908	OK	 
REQUEST	BasicHttpSimulation	1		50000	1519850745928	1519850746164	OK	 
REQUEST	BasicHttpSimulation	1		50000	1519850749199	1519850749469	OK	 
REQUEST	BasicHttpSimulation	1		75000	1519850752485	1519850752744	OK	 
REQUEST	BasicHttpSimulation	1		75000	1519850755788	1519850756095	OK	 
REQUEST	BasicHttpSimulation	1		75000	1519850759127	1519850759372	OK	 
REQUEST	BasicHttpSimulation	1		100000	1519850762395	1519850762775	OK	 
REQUEST	BasicHttpSimulation	1		100000	1519850765818	1519850766191	OK	 
REQUEST	BasicHttpSimulation	1		100000	1519850769216	1519850769605	OK	 
REQUEST	BasicHttpSimulation	1		125000	1519850772636	1519850773076	OK	 
REQUEST	BasicHttpSimulation	1		125000	1519850776096	1519850776478	OK	 
REQUEST	BasicHttpSimulation	1		125000	1519850779518	1519850779906	OK	 
REQUEST	BasicHttpSimulation	1		150000	1519850782969	1519850783534	OK	 
REQUEST	BasicHttpSimulation	1		150000	1519850786560	1519850786995	OK	 
REQUEST	BasicHttpSimulation	1		150000	1519850790021	1519850790489	OK	 
REQUEST	BasicHttpSimulation	1		175000	1519850793549	1519850794185	OK	 
REQUEST	BasicHttpSimulation	1		175000	1519850797206	1519850797750	OK	 
REQUEST	BasicHttpSimulation	1		175000	1519850800777	1519850801340	OK	 
REQUEST	BasicHttpSimulation	1		200000	1519850804370	1519850805073	OK	 
REQUEST	BasicHttpSimulation	1		200000	1519850808119	1519850808681	OK	 
REQUEST	BasicHttpSimulation	1		200000	1519850811708	1519850812290	OK	 
REQUEST	BasicHttpSimulation	1		225000	1519850815338	1519850815994	OK	 
REQUEST	BasicHttpSimulation	1		225000	1519850819026	1519850819653	OK	 
REQUEST	BasicHttpSimulation	1		225000	1519850822685	1519850823517	OK	 
REQUEST	BasicHttpSimulation	1		250000	1519850826567	1519850827290	OK	 
REQUEST	BasicHttpSimulation	1		250000	1519850830326	1519850831412	OK	 
REQUEST	BasicHttpSimulation	1		250000	1519850834448	1519850835173	OK	 
REQUEST	BasicHttpSimulation	1		275000	1519850838235	1519850839419	OK	 
REQUEST	BasicHttpSimulation	1		275000	1519850842440	1519850843241	OK	 
REQUEST	BasicHttpSimulation	1		275000	1519850846280	1519850847304	OK	 
REQUEST	BasicHttpSimulation	1		300000	1519850850346	1519850851159	OK	 
REQUEST	BasicHttpSimulation	1		300000	1519850854199	1519850855158	OK	 
REQUEST	BasicHttpSimulation	1		300000	1519850858178	1519850858955	OK	 
REQUEST	BasicHttpSimulation	1		325000	1519850862020	1519850863123	OK	 
